LabelType,Recover#,TimeDiff,BSidx,BSrecord#,DateTime,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,DateTime,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,0,,,,,,,,,,,220,1900-03-20 12:29:20,0,0,0,0,1 (30 seconds),0,0,0
Null,0,,,,,,,,,,,221,1900-03-20 12:29:51,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,222,1900-03-20 12:30:46,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,223,1900-03-20 12:37:17,0,0,0,1,0,0,0,0
FPpkt,2,,43,574,1900-03-20 12:42:14,0,Valid,5,1,1,3,,,,,,,,,,
Null,0,,,,,,,,,,,224,1900-03-20 12:44:39,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,225,1900-03-20 12:46:36,1,0,0,0,0,0,0,0
CONFIRMED,1,11.0,45,575,1900-03-20 12:47:03,2,Valid,5,1,1,3,226,1900-03-20 12:46:52,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,227,1900-03-20 13:08:46,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,228,1900-03-20 13:25:18,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,229,1900-03-20 13:26:18,0,0,0,0,0,0,0,1
Null,0,,,,,,,,,,,230,1900-03-20 13:26:53,0,0,0,0,0,1,0,0
CONFIRMED,2,8.0,47,607,1900-03-20 13:27:13,1,Valid,5,1,2,2,231,1900-03-20 13:27:05,0,0,0,0,0,0,1,0
Null,0,,,,,,,,,,,232,1900-03-20 13:27:57,0,0,0,0,1 (8 seconds),0,0,0
Null,0,,,,,,,,,,,233,1900-03-20 13:27:38,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,234,1900-03-20 13:28:34,0,0,0,1,0,0,0,0
CONFIRMED,1,4.0,48,608,1900-03-20 13:31:30,2,Valid,5,1,2,2,235,1900-03-20 13:31:26,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,236,1900-03-20 13:34:42,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,237,1900-03-20 13:38:56,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,238,1900-03-20 13:39:20,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,239,1900-03-20 13:39:37,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,240,1900-03-20 13:46:58,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,241,1900-03-20 13:47:06,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,242,1900-03-20 13:47:32,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,243,1900-03-20 13:50:40,0,0,0,1,0,0,0,0
CONFIRMED,2,19.0,50,609,1900-03-20 13:59:49,1,Valid,5,1,1,3,244,1900-03-20 13:59:30,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,245,1900-03-20 14:05:16,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,246,1900-03-20 14:06:22,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,247,1900-03-20 14:07:19,0,0,0,0,0,0,1,0
Null,0,,,,,,,,,,,248,1900-03-20 14:11:15,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,249,1900-03-20 14:16:14,0,0,0,0,1,0,0,0
Null,0,,,,,,,,,,,250,1900-03-20 14:19:22,0,0,0,0,1 (15 seconds),0,0,0
Null,0,,,,,,,,,,,251,1900-03-20 14:19:45,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,252,1900-03-20 14:25:32,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,253,1900-03-20 14:35:53,0,0,0,0,1 (23 seconds),0,0,0
Null,0,,,,,,,,,,,254,1900-03-20 14:36:16,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,255,1900-03-20 14:50:03,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,256,1900-03-20 14:47:02,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,257,1900-03-20 14:57:38,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,258,1900-03-20 15:01:50,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,259,1900-03-20 15:11:36,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,260,1900-03-20 15:21:46,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,261,1900-03-20 15:21:50,0,0,0,0,1 (60 seconds),0,0,0
